學校代碼,學校名稱,等級別,等級名稱,日夜別,日夜別名稱,群別代碼,群別名稱,科系代碼,科系名稱,一年級班級數,二年級班級數,三年級班級數,四年級班級數,一年級男學生數,一年級女學生數,二年級男學生數,二年級女學生數,三年級男學生數,三年級女學生數,四年級男學生數,四年級女學生數,延修生男學生數,延修生女學生數,上學年畢業生數男,上學年畢業生數女
381305,私立景文高中,V,專業群(職業)科,D,日間部,26,商業與管理群,402,國際貿易科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30
381305,私立景文高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,0,1,1,0,0,0,29,13,26,21,0,0,0,0,23,21
381305,私立景文高中,V,專業群(職業)科,D,日間部,28,設計群,406,廣告設計科,2,2,2,0,32,43,31,59,26,40,0,0,1,0,25,34
381305,私立景文高中,V,專業群(職業)科,D,日間部,27,外語群,419,應用外語科(英文組),3,3,2,0,61,90,40,88,31,68,0,0,0,1,39,52
381305,私立景文高中,V,專業群(職業)科,D,日間部,26,商業與管理群,426,流通管理科,1,1,1,0,23,11,23,16,16,28,0,0,0,0,0,0
381305,私立景文高中,V,專業群(職業)科,D,日間部,28,設計群,430,多媒體設計科,1,2,1,0,32,14,44,33,30,17,0,0,1,0,29,9
383301,市立景美女中,H,普通科,D,日間部,11,學術群,101,普通科,19,19,19,0,0,708,0,714,0,667,0,0,0,0,0,744
383301,市立景美女中,H,普通科,D,日間部,11,學術群,107,語文資優班,1,1,1,0,0,30,0,26,0,22,0,0,0,0,0,28
383302,市立萬芳高中,H,普通科,D,日間部,11,學術群,101,普通科,10,10,10,0,169,189,184,176,158,195,0,0,0,0,119,188
383302,市立萬芳高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,22,12,19,15,18,15,0,0,0,0,17,4
383302,市立萬芳高中,J,附設國中部,D,日間部,,,0,國中部,9,11,11,0,92,99,128,105,152,112,0,0,0,0,173,130
383401,市立木柵高工,M,綜合高中,D,日間部,11,學術群,109,學術社會、學術自然,4,2,2,0,91,62,50,15,36,27,0,0,0,0,13,28
383401,市立木柵高工,M,綜合高中,D,日間部,21,機械群,A01,機械技術,0,1,0,0,0,0,25,6,15,1,0,0,0,0,15,4
383401,市立木柵高工,M,綜合高中,D,日間部,23,電機與電子群,C19,電機電子,0,0,1,0,0,0,16,0,44,1,0,0,0,0,29,2
383401,市立木柵高工,M,綜合高中,D,日間部,28,設計群,V10,設計科技,0,1,1,0,0,0,18,17,22,11,0,0,0,0,5,21
383401,市立木柵高工,V,專業群(職業)科,D,日間部,21,機械群,301,機械科,3,3,3,0,106,2,110,4,108,5,0,0,0,0,70,3
383401,市立木柵高工,V,專業群(職業)科,D,日間部,21,機械群,302,鑄造科,1,1,1,0,31,2,31,4,28,5,0,0,0,0,32,1
383401,市立木柵高工,V,專業群(職業)科,D,日間部,23,電機與電子群,306,電子科,2,2,2,0,72,4,71,3,68,2,0,0,0,0,58,5
383401,市立木柵高工,V,專業群(職業)科,D,日間部,23,電機與電子群,308,電機科,2,2,2,0,70,1,73,0,77,1,0,0,0,0,66,2
383401,市立木柵高工,V,專業群(職業)科,D,日間部,23,電機與電子群,309,冷凍空調科,1,1,1,0,37,1,34,2,39,1,0,0,0,0,35,0
383401,市立木柵高工,V,專業群(職業)科,D,日間部,21,機械群,337,配管科,1,1,1,0,36,3,32,2,30,0,0,0,0,0,30,2
383401,市立木柵高工,V,專業群(職業)科,D,日間部,21,機械群,338,模具科,2,2,2,0,63,11,58,12,64,5,0,0,1,0,48,6
383401,市立木柵高工,V,專業群(職業)科,D,日間部,21,機械群,363,製圖科,2,2,2,0,52,23,40,29,42,29,0,0,0,0,36,33
383401,市立木柵高工,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,1,1,1,0,8,4,11,1,9,6,0,0,0,0,10,3
393301,市立南港高中,H,普通科,D,日間部,11,學術群,101,普通科,9,9,9,0,134,198,155,165,136,157,0,0,0,0,136,178
393301,市立南港高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,16,5,13,6,10,7,0,0,0,0,19,6
393301,市立南港高中,J,附設國中部,D,日間部,,,0,國中部,10,10,9,0,130,123,138,124,134,105,0,0,0,0,136,138
393302,市立育成高中,H,普通科,D,日間部,11,學術群,101,普通科,18,18,18,0,307,312,306,301,318,344,0,0,0,0,287,327
393302,市立育成高中,H,普通科,D,日間部,11,學術群,105,體育班,2,2,2,0,25,12,27,12,23,12,0,0,0,0,17,16
393401,市立南港高工,C,進修部(學校),N,夜間部,21,機械群,301,機械科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
393401,市立南港高工,C,進修部(學校),N,夜間部,22,動力機械群,303,汽車科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
393401,市立南港高工,C,進修部(學校),N,夜間部,23,電機與電子群,309,冷凍空調科,0,0,1,0,0,0,0,0,33,0,0,0,0,0,19,2
393401,市立南港高工,C,進修部(學校),N,夜間部,21,機械群,338,模具科,0,0,1,0,0,0,0,0,11,1,0,0,0,0,8,3
393401,市立南港高工,E,實用技能學程,D,日間部,22,動力機械群,L01,汽車修護科,1,0,0,0,28,1,0,0,0,0,0,0,0,0,32,1
393401,市立南港高工,E,實用技能學程,D,日間部,23,電機與電子群,L03,水電技術科,0,0,1,0,0,0,0,0,25,1,0,0,0,0,0,0
393401,市立南港高工,E,實用技能學程,D,日間部,21,機械群,L59,機械加工科,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0
393401,市立南港高工,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,15,0,15,0,17,0,0,0,0,0,9,0
393401,市立南港高工,M,綜合高中,D,日間部,11,學術群,109,學術社會、學術自然,3,1,1,0,55,45,36,29,18,19,0,0,0,0,19,24
393401,市立南港高工,M,綜合高中,D,日間部,21,機械群,A09,機械,0,1,0,0,0,0,13,7,11,4,0,0,0,0,14,2
393401,市立南港高工,M,綜合高中,D,日間部,23,電機與電子群,C19,電機電子,0,0,1,0,0,0,0,0,17,1,0,0,0,0,10,2
393401,市立南港高工,M,綜合高中,D,日間部,25,土木與建築群,E07,土木建築技術,0,1,1,0,0,0,12,9,29,10,0,0,0,0,15,21
393401,市立南港高工,V,專業群(職業)科,D,日間部,21,機械群,301,機械科,2,1,2,0,75,2,39,0,72,4,0,0,1,0,66,1
393401,市立南港高工,V,專業群(職業)科,N,夜間部,21,機械群,301,機械科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
393401,市立南港高工,V,專業群(職業)科,D,日間部,21,機械群,302,鑄造科,2,2,1,0,71,1,74,2,32,1,0,0,0,0,64,0
393401,市立南港高工,V,專業群(職業)科,D,日間部,22,動力機械群,303,汽車科,1,2,2,0,42,1,70,0,69,0,0,0,1,0,34,0
393401,市立南港高工,V,專業群(職業)科,N,夜間部,22,動力機械群,303,汽車科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
393401,市立南港高工,V,專業群(職業)科,D,日間部,23,電機與電子群,306,電子科,1,2,2,0,37,2,64,4,68,0,0,0,0,0,36,2
393401,市立南港高工,V,專業群(職業)科,N,夜間部,23,電機與電子群,306,電子科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
393401,市立南港高工,V,專業群(職業)科,D,日間部,23,電機與電子群,308,電機科,2,2,1,0,71,2,73,1,36,0,0,0,0,0,72,0
393401,市立南港高工,V,專業群(職業)科,N,夜間部,23,電機與電子群,308,電機科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
393401,市立南港高工,V,專業群(職業)科,D,日間部,23,電機與電子群,309,冷凍空調科,2,1,2,0,70,4,38,2,76,3,0,0,0,0,71,3
393401,市立南港高工,V,專業群(職業)科,N,夜間部,23,電機與電子群,309,冷凍空調科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
393401,市立南港高工,V,專業群(職業)科,D,日間部,25,土木與建築群,311,建築科,2,2,2,0,49,27,48,25,57,20,0,0,1,0,45,22
393401,市立南港高工,V,專業群(職業)科,D,日間部,21,機械群,338,模具科,2,2,1,0,69,8,56,7,32,3,0,0,5,0,59,4
393401,市立南港高工,V,專業群(職業)科,N,夜間部,21,機械群,338,模具科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
393401,市立南港高工,V,專業群(職業)科,D,日間部,22,動力機械群,364,重機科,1,2,2,0,36,1,62,0,71,1,0,0,1,0,39,0
393401,市立南港高工,V,專業群(職業)科,N,夜間部,22,動力機械群,364,重機科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
393401,市立南港高工,V,專業群(職業)科,D,日間部,25,土木與建築群,365,土木科,2,1,3,0,64,10,26,12,69,16,0,0,2,0,64,11
393401,市立南港高工,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,1,1,1,0,8,4,11,3,11,4,0,0,0,0,13,2
400144,國立臺灣戲曲學院,J,附設國中部,D,日間部,,,0,國中部,5,5,5,0,43,79,40,69,44,68,0,0,0,0,36,64
400144,國立臺灣戲曲學院,V,專業群(職業)科,D,日間部,35,藝術群,809,歌仔戲科,1,1,1,0,8,13,9,13,2,11,0,0,0,0,2,7
400144,國立臺灣戲曲學院,V,專業群(職業)科,D,日間部,35,藝術群,813,劇場藝術科,2,2,2,0,14,37,22,32,13,35,0,0,0,0,17,32
400144,國立臺灣戲曲學院,V,專業群(職業)科,D,日間部,35,藝術群,821,客家戲科,1,1,1,0,4,8,2,4,5,9,0,0,0,0,4,9
400144,國立臺灣戲曲學院,V,專業群(職業)科,D,日間部,35,藝術群,823,戲曲音樂科,1,1,1,0,7,23,3,22,3,25,0,0,0,0,2,21
400144,國立臺灣戲曲學院,V,專業群(職業)科,D,日間部,35,藝術群,824,京劇科,1,1,1,0,9,11,10,11,9,9,0,0,0,0,3,14
400144,國立臺灣戲曲學院,V,專業群(職業)科,D,日間部,35,藝術群,825,民俗技藝科,1,1,1,0,11,12,5,17,8,8,0,0,0,0,12,9
401301,私立文德女中,H,普通科,D,日間部,11,學術群,101,普通科,2,4,4,0,0,89,0,151,0,125,0,0,0,0,0,172
401302,私立方濟中學,H,普通科,D,日間部,11,學術群,101,普通科,4,5,4,0,143,44,155,70,116,34,0,0,0,0,124,41
401302,私立方濟中學,J,附設國中部,D,日間部,,,0,國中部,2,2,2,0,52,6,62,19,64,16,0,0,0,0,72,12
401303,私立達人女中,H,普通科,D,日間部,11,學術群,101,普通科,3,3,3,0,0,143,0,132,0,139,0,0,0,0,0,138
401303,私立達人女中,J,附設國中部,D,日間部,,,0,國中部,6,6,6,0,0,258,0,249,0,242,0,0,0,0,0,256
403301,市立內湖高中,H,普通科,D,日間部,11,學術群,101,普通科,21,20,19,0,341,358,367,361,332,316,0,0,0,0,365,384
403301,市立內湖高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,14,9,18,11,17,10,0,0,0,0,11,11
403301,市立內湖高中,H,普通科,D,日間部,11,學術群,106,數理資優班,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3
403302,市立麗山高中,H,普通科,D,日間部,11,學術群,101,普通科,9,9,9,0,129,139,143,122,135,107,0,0,0,0,172,100
403302,市立麗山高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,15,5,7,6,8,3,0,0,0,0,9,6
403302,市立麗山高中,H,普通科,D,日間部,11,學術群,106,數理資優班,1,1,1,0,25,5,19,9,26,4,0,0,0,0,23,5
403303,市立南湖高中,H,普通科,D,日間部,11,學術群,101,普通科,14,14,14,0,251,250,278,247,242,215,0,0,0,0,272,270
403303,市立南湖高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,11,19,10,21,13,20,0,0,0,0,15,18
403303,市立南湖高中,H,普通科,D,日間部,11,學術群,107,語文資優班,1,1,1,0,6,22,10,17,8,10,0,0,0,0,7,18
403401,市立內湖高工,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,21,0,23,0,13,1,0,0,0,0,18,2
403401,市立內湖高工,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,3,3,3,0,93,24,98,11,101,17,0,0,0,0,75,13
403401,市立內湖高工,V,專業群(職業)科,D,日間部,23,電機與電子群,306,電子科,4,4,4,0,136,17,133,8,132,11,0,0,0,0,126,9
403401,市立內湖高工,V,專業群(職業)科,D,日間部,23,電機與電子群,307,控制科,2,2,2,0,60,10,66,5,63,8,0,0,0,0,49,5
403401,市立內湖高工,V,專業群(職業)科,D,日間部,23,電機與電子群,308,電機科,4,4,4,0,134,3,149,6,145,2,0,0,0,0,138,1
403401,市立內湖高工,V,專業群(職業)科,D,日間部,23,電機與電子群,309,冷凍空調科,2,2,2,0,73,4,68,7,69,4,0,0,0,0,65,5
403401,市立內湖高工,V,專業群(職業)科,D,日間部,27,外語群,419,應用外語科(英文組),2,2,2,0,18,49,31,45,18,56,0,0,0,0,18,48
403401,市立內湖高工,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,1,2,1,0,8,3,14,10,6,7,0,0,0,0,7,7
411301,私立泰北高中,C,進修部(學校),N,夜間部,23,電機與電子群,308,電機科,1,1,1,0,22,0,19,1,11,2,0,0,0,0,10,1
411301,私立泰北高中,C,進修部(學校),N,夜間部,26,商業與管理群,404,資料處理科,1,1,1,0,13,3,11,9,8,8,0,0,0,0,16,8
411301,私立泰北高中,C,進修部(學校),N,夜間部,28,設計群,406,廣告設計科,1,1,1,0,6,14,16,12,11,15,0,0,0,0,12,14
411301,私立泰北高中,C,進修部(學校),N,夜間部,27,外語群,421,應用外語科(日文組),1,1,1,0,8,26,15,29,13,9,0,0,0,0,5,19
411301,私立泰北高中,H,普通科,D,日間部,11,學術群,101,普通科,2,1,1,0,36,25,32,14,17,16,0,0,0,0,34,16
411301,私立泰北高中,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,1,1,1,0,36,2,49,1,33,0,0,0,4,0,42,2
411301,私立泰北高中,V,專業群(職業)科,D,日間部,23,電機與電子群,308,電機科,2,1,1,0,53,0,49,0,46,0,0,0,3,0,43,0
411301,私立泰北高中,V,專業群(職業)科,D,日間部,28,設計群,316,美工科,1,1,2,0,21,30,16,33,23,44,0,0,1,1,48,71
411301,私立泰北高中,V,專業群(職業)科,D,日間部,28,設計群,366,室內空間設計科,2,2,2,0,38,29,43,33,44,32,0,0,0,0,0,0
411301,私立泰北高中,V,專業群(職業)科,D,日間部,26,商業與管理群,402,國際貿易科,1,1,1,0,8,9,8,12,5,7,0,0,1,0,6,12
411301,私立泰北高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,1,1,1,0,16,12,24,9,23,12,0,0,7,0,15,18
411301,私立泰北高中,V,專業群(職業)科,D,日間部,28,設計群,406,廣告設計科,3,3,3,0,32,79,36,92,30,84,0,0,2,0,49,125
411301,私立泰北高中,V,專業群(職業)科,D,日間部,27,外語群,421,應用外語科(日文組),1,1,2,0,25,26,17,25,34,25,0,0,3,1,19,24
411301,私立泰北高中,V,專業群(職業)科,D,日間部,28,設計群,430,多媒體設計科,1,1,2,0,32,15,31,15,35,21,0,0,0,0,33,20
411302,私立衛理女中,H,普通科,D,日間部,11,學術群,101,普通科,5,5,5,0,0,201,0,191,0,174,0,0,0,0,0,180
411302,私立衛理女中,J,附設國中部,D,日間部,,,0,國中部,6,6,6,0,0,258,0,258,0,226,0,0,0,0,0,238
411303,私立華興中學,H,普通科,D,日間部,11,學術群,101,普通科,2,2,2,0,58,42,42,47,47,41,0,0,0,0,57,36
411303,私立華興中學,J,附設國中部,D,日間部,,,0,國中部,7,7,7,0,199,116,194,118,194,111,0,0,0,0,180,122
411401,私立華岡藝校,V,專業群(職業)科,D,日間部,35,藝術群,801,戲劇科,2,2,2,0,29,75,31,71,33,65,0,0,0,0,29,64
411401,私立華岡藝校,V,專業群(職業)科,D,日間部,35,藝術群,803,舞蹈科,1,1,1,0,2,40,1,36,3,35,0,0,0,0,4,36
411401,私立華岡藝校,V,專業群(職業)科,D,日間部,35,藝術群,807,西樂科,1,1,1,0,9,16,7,14,10,12,0,0,0,0,4,17
411401,私立華岡藝校,V,專業群(職業)科,D,日間部,35,藝術群,808,國樂科,0,0,0,0,4,15,5,15,2,17,0,0,0,0,5,11
411401,私立華岡藝校,V,專業群(職業)科,D,日間部,35,藝術群,817,表演藝術科,2,2,2,0,29,76,22,78,23,68,0,0,0,0,22,53
413301,市立陽明高中,H,普通科,D,日間部,11,學術群,101,普通科,12,12,12,0,190,230,207,225,187,193,0,0,0,0,224,237
413301,市立陽明高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,21,11,19,12,18,5,0,0,0,0,18,14
413301,市立陽明高中,J,附設國中部,D,日間部,,,0,國中部,6,6,6,0,102,81,101,77,108,91,0,0,0,0,104,89
413302,市立百齡高中,H,普通科,D,日間部,11,學術群,101,普通科,8,8,8,0,155,139,137,156,136,135,0,0,0,0,129,150
413302,市立百齡高中,H,普通科,D,日間部,11,學術群,105,體育班,1,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0
413302,市立百齡高中,J,附設國中部,D,日間部,,,0,國中部,13,14,14,0,159,150,178,172,197,182,0,0,0,0,190,200
413401,市立士林高商,C,進修部(學校),N,夜間部,26,商業與管理群,401,商業經營科,2,2,2,0,35,30,16,31,16,42,0,0,0,0,12,33
413401,市立士林高商,C,進修部(學校),N,夜間部,26,商業與管理群,402,國際貿易科,2,2,2,0,33,43,16,24,21,23,0,0,0,0,14,39
413401,市立士林高商,C,進修部(學校),N,夜間部,27,外語群,419,應用外語科(英文組),2,2,2,0,20,38,17,38,17,40,0,0,0,0,11,39
413401,市立士林高商,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,9,12,13,16,10,10,0,0,0,0,9,4
413401,市立士林高商,V,專業群(職業)科,D,日間部,26,商業與管理群,401,商業經營科,4,4,4,0,45,96,54,83,49,105,0,0,0,0,38,102
413401,市立士林高商,V,專業群(職業)科,N,夜間部,26,商業與管理群,401,商業經營科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,49
413401,市立士林高商,V,專業群(職業)科,D,日間部,26,商業與管理群,402,國際貿易科,4,4,4,0,38,93,29,100,27,123,0,0,0,0,24,113
413401,市立士林高商,V,專業群(職業)科,N,夜間部,26,商業與管理群,402,國際貿易科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,64
413401,市立士林高商,V,專業群(職業)科,D,日間部,26,商業與管理群,403,會計事務科,2,2,2,0,25,45,19,50,25,48,0,0,0,0,16,56
413401,市立士林高商,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,4,4,4,0,61,79,52,83,57,97,0,0,1,0,53,80
413401,市立士林高商,V,專業群(職業)科,D,日間部,28,設計群,406,廣告設計科,3,3,3,0,27,88,27,90,26,90,0,0,0,0,15,103
413401,市立士林高商,V,專業群(職業)科,D,日間部,27,外語群,419,應用外語科(英文組),3,3,3,0,24,79,32,65,27,84,0,0,0,0,15,93
413401,市立士林高商,V,專業群(職業)科,N,夜間部,27,外語群,419,應用外語科(英文組),0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25
413401,市立士林高商,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,1,1,1,0,5,7,10,4,8,6,0,0,0,0,7,7
421301,私立薇閣高中,H,普通科,D,日間部,11,學術群,101,普通科,6,6,6,0,129,171,148,152,144,156,0,0,0,0,136,162
421301,私立薇閣高中,H,普通科,D,日間部,11,學術群,106,數理資優班,1,1,1,0,22,8,20,10,20,10,0,0,0,0,20,10
421301,私立薇閣高中,J,附設國中部,D,日間部,,,0,國中部,13,13,13,0,340,245,316,269,291,235,0,0,0,0,287,258
421302,私立十信高中,H,普通科,D,日間部,11,學術群,101,普通科,1,2,1,0,19,20,53,29,28,17,0,0,0,0,31,14
421302,私立十信高中,V,專業群(職業)科,D,日間部,26,商業與管理群,402,國際貿易科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14
421302,私立十信高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,1,1,1,0,26,14,23,26,27,12,0,0,0,0,48,27
421302,私立十信高中,V,專業群(職業)科,D,日間部,27,外語群,419,應用外語科(英文組),1,1,2,0,19,22,16,26,16,36,0,0,0,0,31,42
421302,私立十信高中,V,專業群(職業)科,D,日間部,27,外語群,421,應用外語科(日文組),1,2,2,0,20,30,27,43,18,35,0,0,0,0,32,41
421302,私立十信高中,V,專業群(職業)科,D,日間部,26,商業與管理群,425,電子商務科,1,1,1,0,23,14,34,11,14,8,0,0,0,0,0,0
421303,臺北市私立奎山實驗高級中學,H,普通科,D,日間部,11,學術群,101,普通科,1,1,0,0,16,13,13,19,0,0,0,0,0,0,0,0
421303,臺北市私立奎山實驗高級中學,J,附設國中部,D,日間部,,,0,國中部,2,2,2,0,29,22,30,21,27,20,0,0,0,0,38,31
421404,私立惇敘工商,C,進修部(學校),N,夜間部,22,動力機械群,303,汽車科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
421404,私立惇敘工商,V,專業群(職業)科,D,日間部,21,機械群,301,機械科,1,1,1,0,37,0,27,0,25,1,0,0,1,0,18,0
421404,私立惇敘工商,V,專業群(職業)科,D,日間部,22,動力機械群,303,汽車科,5,4,3,0,223,4,178,4,117,0,0,0,4,0,98,1
421404,私立惇敘工商,V,專業群(職業)科,D,日間部,23,電機與電子群,308,電機科,2,1,1,0,54,1,33,0,32,0,0,0,1,0,55,0
421404,私立惇敘工商,V,專業群(職業)科,D,日間部,25,土木與建築群,311,建築科,1,1,1,0,14,6,28,0,26,4,0,0,2,0,22,5
421404,私立惇敘工商,V,專業群(職業)科,D,日間部,28,設計群,366,室內空間設計科,1,1,2,0,17,6,22,10,39,16,0,0,1,0,32,22
421404,私立惇敘工商,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,0,1,1,0,0,0,13,7,21,3,0,0,0,0,15,9
421404,私立惇敘工商,V,專業群(職業)科,D,日間部,28,設計群,430,多媒體設計科,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2
421404,私立惇敘工商,V,專業群(職業)科,D,日間部,41,綜合,901,綜合職能科,1,1,1,0,6,0,7,0,7,2,0,0,0,0,8,1
423301,市立復興高中,H,普通科,D,日間部,11,學術群,101,普通科,19,19,19,0,288,357,316,339,343,341,0,0,0,0,247,313
423301,市立復興高中,H,普通科,D,日間部,11,學術群,102,音樂班,1,1,1,0,9,21,7,23,8,21,0,0,0,0,5,17
423301,市立復興高中,H,普通科,D,日間部,11,學術群,103,美術班,1,1,1,0,9,22,5,18,9,19,0,0,0,0,2,17
423301,市立復興高中,H,普通科,D,日間部,11,學術群,104,舞蹈班,1,1,1,0,0,26,0,25,0,22,0,0,0,0,0,15
423301,市立復興高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,15,5,16,4,18,4,0,0,0,0,12,2
423301,市立復興高中,H,普通科,D,日間部,11,學術群,122,戲劇班,1,1,1,0,8,21,13,19,11,20,0,0,0,0,3,15
423302,市立中正高中,H,普通科,D,日間部,11,學術群,101,普通科,17,18,19,0,367,299,415,269,325,224,0,0,0,0,317,346
423302,市立中正高中,H,普通科,D,日間部,11,學術群,102,音樂班,1,1,1,0,11,19,5,23,7,21,0,0,0,0,5,17
423302,市立中正高中,H,普通科,D,日間部,11,學術群,103,美術班,1,1,1,0,7,25,6,26,6,25,0,0,0,0,2,11
423302,市立中正高中,H,普通科,D,日間部,11,學術群,104,舞蹈班,1,1,1,0,4,21,1,18,0,17,0,0,0,0,0,16
423302,市立中正高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,25,8,22,4,15,5,0,0,0,0,17,7
423302,市立中正高中,H,普通科,D,日間部,11,學術群,107,語文資優班,1,1,1,0,6,15,8,14,6,12,0,0,0,0,7,19
521301,私立明誠高中,H,普通科,D,日間部,11,學術群,101,普通科,5,5,4,0,115,128,122,107,88,76,0,0,0,0,63,63
521301,私立明誠高中,J,附設國中部,D,日間部,,,0,國中部,4,5,6,0,89,57,87,72,100,83,0,0,0,0,110,89
521301,私立明誠高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,1,2,2,0,30,19,49,31,36,26,0,0,0,0,46,24
521301,私立明誠高中,V,專業群(職業)科,D,日間部,28,設計群,431,多媒體應用科,1,1,0,0,24,20,9,21,0,0,0,0,0,0,0,0
521303,私立大榮高中,C,進修部(學校),N,夜間部,23,電機與電子群,305,資訊科,0,0,1,0,0,0,0,0,16,4,0,0,0,0,14,3
521303,私立大榮高中,C,進修部(學校),N,夜間部,23,電機與電子群,308,電機科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
521303,私立大榮高中,H,普通科,D,日間部,11,學術群,101,普通科,0,1,1,0,0,0,7,2,5,3,0,0,0,0,0,0
521303,私立大榮高中,J,附設國中部,D,日間部,,,0,國中部,1,1,1,0,11,4,11,6,7,6,0,0,0,0,17,7
521303,私立大榮高中,V,專業群(職業)科,D,日間部,22,動力機械群,303,汽車科,1,1,1,0,42,1,43,0,20,0,0,0,0,0,28,0
521303,私立大榮高中,V,專業群(職業)科,D,日間部,23,電機與電子群,305,資訊科,1,1,1,0,15,2,10,2,10,0,0,0,0,0,16,0
521303,私立大榮高中,V,專業群(職業)科,D,日間部,23,電機與電子群,306,電子科,1,1,1,0,14,1,15,0,12,4,0,0,0,0,10,1
521303,私立大榮高中,V,專業群(職業)科,D,日間部,23,電機與電子群,308,電機科,1,1,1,0,43,0,43,1,31,0,0,0,0,0,32,1
521303,私立大榮高中,V,專業群(職業)科,D,日間部,22,動力機械群,335,汽車修護科,2,2,2,0,89,1,72,1,53,0,0,0,0,0,68,0
521303,私立大榮高中,V,專業群(職業)科,D,日間部,22,動力機械群,381,飛機修護科,5,4,3,0,216,10,186,3,93,5,0,0,0,0,111,5
521303,私立大榮高中,V,專業群(職業)科,D,日間部,26,商業與管理群,404,資料處理科,0,1,1,0,0,0,7,8,10,2,0,0,0,0,6,6
521303,私立大榮高中,V,專業群(職業)科,D,日間部,32,餐旅群,407,觀光事業科,1,1,1,0,9,13,10,12,11,10,0,0,0,0,14,13
521401,私立中華藝校,E,實用技能學程,D,日間部,35,藝術群,I01,影劇技術科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521401,私立中華藝校,V,專業群(職業)科,D,日間部,35,藝術群,802,音樂科,1,1,1,0,18,21,18,19,16,21,0,0,0,0,11,18
521401,私立中華藝校,V,專業群(職業)科,D,日間部,35,藝術群,803,舞蹈科,1,1,1,0,1,14,4,22,2,18,0,0,0,0,1,21
521401,私立中華藝校,V,專業群(職業)科,D,日間部,35,藝術群,804,美術科,2,3,3,0,32,65,40,74,40,87,0,0,0,0,26,73
521401,私立中華藝校,V,專業群(職業)科,D,日間部,35,藝術群,806,影劇科,4,3,3,0,57,111,44,105,41,97,0,0,0,0,29,69
521401,私立中華藝校,V,專業群(職業)科,D,日間部,35,藝術群,820,多媒體動畫科,2,2,2,0,32,35,37,47,28,49,0,0,0,0,23,17
521401,私立中華藝校,V,專業群(職業)科,D,日間部,35,藝術群,822,時尚工藝科,1,1,1,0,8,20,6,30,7,29,0,0,0,0,8,23
523301,市立鼓山高中,H,普通科,D,日間部,11,學術群,101,普通科,7,7,7,0,111,111,120,113,107,105,0,0,0,0,109,99
523301,市立鼓山高中,H,普通科,D,日間部,11,學術群,103,美術班,1,1,1,0,6,16,9,21,8,16,0,0,0,0,4,8
523301,市立鼓山高中,H,普通科,D,日間部,11,學術群,105,體育班,1,1,1,0,6,3,13,7,7,4,0,0,0,0,5,3
523301,市立鼓山高中,J,附設國中部,D,日間部,,,0,國中部,5,6,7,0,68,61,69,77,94,85,0,0,0,0,84,107
