學年度,學校代碼,學校名稱,類別,等級別,國別代碼,國別名稱,科系代碼,科系名稱,學生總計,男學生,女學生,一年級男,一年級女,二年級男,二年級女,三年級男,三年級女,四年級男,四年級女,五年級男,五年級女,六年級男,六年級女,七年級男,七年級女,延修生男,延修生女,上學年畢業生總計,上學年度男畢業生,上學年度女畢業生
105,1054,景文科技大學,A 僑生,B 學士(四年),019,馬來西亞,230201,視覺傳達設計系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1054,景文科技大學,A 僑生,B 學士(四年),019,馬來西亞,520114,資訊工程系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1054,景文科技大學,A 僑生,B 學士(四年),019,馬來西亞,810101,旅館管理系, 3 , 1 , 2 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - 
105,1054,景文科技大學,A 僑生,B 學士(四年),019,馬來西亞,810103,餐飲管理系, 10 , 6 , 4 , 3 , 1 , - , 1 , 1 , 2 , 1 , - , - , - , - , - , - , - , 1 , - , 1 , 1 , - 
105,1054,景文科技大學,A 僑生,B 學士(四年),033,越南,810101,旅館管理系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1054,景文科技大學,B 港澳生,B 學士(四年),060,香港,220303,應用外語系, 8 , 4 , 4 , - , - , 3 , 1 , 1 , 2 , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,1054,景文科技大學,B 港澳生,B 學士(四年),060,香港,230201,視覺傳達設計系, 6 , 1 , 5 , - , - , - , 3 , - , - , 1 , 2 , - , - , - , - , - , - , - , - , 2 , - , 2 
105,1054,景文科技大學,B 港澳生,B 學士(四年),060,香港,340501,財務金融系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1054,景文科技大學,B 港澳生,B 學士(四年),060,香港,340521,理財與稅務規劃系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,1054,景文科技大學,B 港澳生,B 學士(四年),060,香港,340802,行銷與流通管理系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1054,景文科技大學,B 港澳生,B 學士(四年),060,香港,480109,資訊管理系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1054,景文科技大學,B 港澳生,B 學士(四年),060,香港,520114,資訊工程系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1054,景文科技大學,B 港澳生,B 學士(四年),060,香港,810101,旅館管理系, 14 , 3 , 11 , 2 , 6 , 1 , 2 , - , 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - 
105,1054,景文科技大學,B 港澳生,B 學士(四年),060,香港,810103,餐飲管理系, 15 , 9 , 6 , 6 , 5 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - 
105,1054,景文科技大學,B 港澳生,B 學士(四年),060,香港,810214,旅遊管理系, 6 , - , 6 , - , - , - , 3 , - , 2 , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,1054,景文科技大學,B 港澳生,B 學士(四年),060,香港,859910,環境科技與物業管理系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1054,景文科技大學,B 港澳生,B 學士(四年),070,澳門,220303,應用外語系, 2 , - , 2 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,1054,景文科技大學,B 港澳生,B 學士(四年),070,澳門,810103,餐飲管理系, 13 , 5 , 8 , 3 , 2 , 2 , 5 , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,1054,景文科技大學,B 港澳生,C 學士(二年),060,香港,220303,應用外語系_香港二技專班, 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,1054,景文科技大學,B 港澳生,C 學士(二年),060,香港,230201,視覺傳達設計學系_香港二技專班, 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 2 , - , 2 
105,1054,景文科技大學,B 港澳生,C 學士(二年),060,香港,480109,資訊管理系_香港二技專班, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,1054,景文科技大學,B 港澳生,C 學士(二年),060,香港,810101,旅館管理系_香港二技專班, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 2 , 2 , - 
105,1054,景文科技大學,B 港澳生,C 學士(二年),060,香港,810103,餐飲管理學系_香港二技專班, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,1054,景文科技大學,B 港澳生,C 學士(二年),060,香港,810214,旅遊管理系_香港二技專班, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,1055,中華醫事科技大學,A 僑生,B 學士(四年),019,馬來西亞,720501,食品營養系, 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,1055,中華醫事科技大學,B 港澳生,B 學士(四年),060,香港,340909,醫務暨健康事業管理系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1055,中華醫事科技大學,B 港澳生,B 學士(四年),060,香港,720601,護理系, 3 , 1 , 2 , - , - , 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1055,中華醫事科技大學,B 港澳生,B 學士(四年),060,香港,760401,幼兒保育系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1055,中華醫事科技大學,B 港澳生,B 學士(四年),070,澳門,720601,護理系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,1055,中華醫事科技大學,B 港澳生,B 學士(四年),070,澳門,720708,醫學檢驗生物技術系, 2 , 2 , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,1055,中華醫事科技大學,B 港澳生,B 學士(四年),070,澳門,810102,餐旅管理系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,1056,東南科技大學,A 僑生,B 學士(四年),009,印尼,230401,室內設計系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,A 僑生,B 學士(四年),009,印尼,340802,行銷與流通管理系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,A 僑生,B 學士(四年),009,印尼,480109,資訊管理系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,A 僑生,B 學士(四年),019,馬來西亞,210707,表演藝術系, 3 , 1 , 2 , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,A 僑生,B 學士(四年),019,馬來西亞,230203,數位媒體設計系, 3 , 2 , 1 , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,A 僑生,B 學士(四年),019,馬來西亞,230401,室內設計系, 5 , - , 5 , - , 3 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , 1 
105,1056,東南科技大學,A 僑生,B 學士(四年),019,馬來西亞,340301,企業管理系, 6 , 4 , 2 , 3 , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,A 僑生,B 學士(四年),019,馬來西亞,340802,行銷與流通管理系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,A 僑生,B 學士(四年),019,馬來西亞,520101,電機工程系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,A 僑生,B 學士(四年),019,馬來西亞,520328,營建與空間設計系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,A 僑生,B 學士(四年),019,馬來西亞,810102,餐旅管理系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,A 僑生,B 學士(四年),019,馬來西亞,810244,觀光與生態旅遊系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,1056,東南科技大學,A 僑生,B 學士(四年),019,馬來西亞,810508,休閒事業管理系, 4 , 3 , 1 , 3 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,A 僑生,B 學士(四年),030,泰國,810244,觀光與生態旅遊系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,A 僑生,B 學士(四年),033,越南,230401,室內設計系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,A 僑生,B 學士(四年),033,越南,340301,企業管理系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,B 港澳生,B 學士(四年),060,香港,210707,表演藝術系, 4 , 2 , 2 , 2 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,B 港澳生,B 學士(四年),060,香港,230317,創意產品設計系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,B 港澳生,B 學士(四年),060,香港,230401,室內設計系, 5 , 3 , 2 , 1 , 1 , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,B 港澳生,B 學士(四年),060,香港,480101,資訊科技系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,B 港澳生,B 學士(四年),060,香港,480109,資訊管理系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,B 港澳生,B 學士(四年),060,香港,520201,機械工程系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,B 港澳生,B 學士(四年),060,香港,520328,營建與空間設計系, 3 , 2 , 1 , 2 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,B 港澳生,B 學士(四年),060,香港,810244,觀光與生態旅遊系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,B 港澳生,B 學士(四年),070,澳門,230203,數位媒體設計系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,B 港澳生,B 學士(四年),070,澳門,230401,室內設計系, 2 , 2 , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,1056,東南科技大學,B 港澳生,B 學士(四年),070,澳門,810102,餐旅管理系, 2 , 1 , 1 , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1056,東南科技大學,B 港澳生,C 學士(二年),060,香港,810244,觀光與生態旅遊系_香港二技專班, 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,1057,德明財經科技大學,A 僑生,B 學士(四年),005,緬甸,230203,多媒體設計系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1057,德明財經科技大學,A 僑生,B 學士(四年),009,印尼,220303,應用外語系, 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - 
105,1057,德明財經科技大學,A 僑生,B 學士(四年),009,印尼,340301,企業管理系, 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,1057,德明財經科技大學,A 僑生,B 學士(四年),024,菲律賓,340301,企業管理系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1057,德明財經科技大學,A 僑生,B 學士(四年),030,泰國,340401,國際貿易系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1057,德明財經科技大學,B 港澳生,B 學士(四年),060,香港,230203,多媒體設計系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,1057,德明財經科技大學,B 港澳生,B 學士(四年),070,澳門,340801,行銷管理系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,A 僑生,5 五專,019,馬來西亞,220303,應用外語科, 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,A 僑生,B 學士(四年),019,馬來西亞,480109,資訊管理系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,A 僑生,B 學士(四年),019,馬來西亞,520121,自動化工程系, 2 , 2 , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,A 僑生,B 學士(四年),019,馬來西亞,520173,電機與資訊技術系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,A 僑生,B 學士(四年),019,馬來西亞,520201,機械工程系, 4 , 4 , - , 2 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,A 僑生,B 學士(四年),019,馬來西亞,810103,餐飲管理系, 2 , - , 2 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,A 僑生,B 學士(四年),019,馬來西亞,810508,休閒事業管理系, 2 , - , 2 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,A 僑生,B 學士(四年),033,越南,520201,機械工程系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,B 港澳生,B 學士(四年),060,香港,480315,多媒體動畫應用系, 2 , 1 , 1 , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,B 港澳生,B 學士(四年),060,香港,520103,電子工程系, 2 , 2 , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,B 港澳生,B 學士(四年),060,香港,520201,機械工程系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,B 港澳生,B 學士(四年),060,香港,810508,休閒事業管理系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,B 港澳生,B 學士(四年),070,澳門,239901,文化創意與設計系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,B 港澳生,B 學士(四年),070,澳門,480315,多媒體動畫應用系, 4 , 4 , - , 1 , - , 2 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,B 港澳生,B 學士(四年),070,澳門,520103,電子工程系, 2 , 2 , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,B 港澳生,B 學士(四年),070,澳門,810103,餐飲管理系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1060,南開科技大學,B 港澳生,C 學士(二年),060,香港,220303,應用外語系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,1060,南開科技大學,B 港澳生,M 碩士,060,香港,810508,休閒事業管理系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1061,中華科技大學,A 僑生,B 學士(四年),009,印尼,810103,餐飲管理系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1061,中華科技大學,A 僑生,B 學士(四年),009,印尼,810224,觀光餐旅系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,1061,中華科技大學,A 僑生,B 學士(四年),019,馬來西亞,480109,資訊管理系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1061,中華科技大學,A 僑生,B 學士(四年),019,馬來西亞,520208,航空機械系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,1061,中華科技大學,A 僑生,B 學士(四年),019,馬來西亞,620601,食品科學系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,1061,中華科技大學,A 僑生,B 學士(四年),019,馬來西亞,840202,航空服務管理系, 3 , 1 , 2 , 1 , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1061,中華科技大學,B 港澳生,B 學士(四年),060,香港,420302,生物科技系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1061,中華科技大學,B 港澳生,B 學士(四年),070,澳門,340824,國際商務與行銷系, 2 , 2 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - 
105,1061,中華科技大學,B 港澳生,B 學士(四年),070,澳門,840202,航空服務管理系, 1 , - , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , 1 
105,1061,中華科技大學,B 港澳生,M 碩士,060,香港,420302,生物科技系健康科技碩士班, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1061,中華科技大學,B 港澳生,M 碩士,060,香港,520208,航空機械系飛機系統工程碩士班, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1062,僑光科技大學,A 僑生,B 學士(四年),019,馬來西亞,230140,生活創意設計系, 2 , 2 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - 
105,1062,僑光科技大學,A 僑生,B 學士(四年),019,馬來西亞,340301,企業管理系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1062,僑光科技大學,A 僑生,B 學士(四年),019,馬來西亞,480309,多媒體與遊戲設計系, 2 , 1 , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1062,僑光科技大學,A 僑生,B 學士(四年),019,馬來西亞,810103,餐飲管理系, 4 , 2 , 2 , - , 1 , - , - , - , 1 , 2 , - , - , - , - , - , - , - , - , - , - , - , - 
105,1062,僑光科技大學,B 港澳生,B 學士(四年),060,香港,480101,資訊科技系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1062,僑光科技大學,B 港澳生,B 學士(四年),060,香港,480309,多媒體與遊戲設計系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1062,僑光科技大學,B 港澳生,B 學士(四年),070,澳門,810103,餐飲管理系, 4 , 3 , 1 , - , - , 1 , - , 1 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,1063,育達科技大學,A 僑生,B 學士(四年),009,印尼,810123,餐旅經營系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1063,育達科技大學,A 僑生,B 學士(四年),019,馬來西亞,340802,行銷與流通管理系, 2 , 2 , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,1063,育達科技大學,B 港澳生,B 學士(四年),060,香港,220321,應用日語系, 2 , - , 2 , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1063,育達科技大學,B 港澳生,B 學士(四年),060,香港,810504,休閒運動管理系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1064,美和科技大學,B 港澳生,B 學士(四年),060,香港,229907,文化創意系, 1 , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1064,美和科技大學,B 港澳生,B 學士(四年),060,香港,720601,護理系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1064,美和科技大學,B 港澳生,B 學士(四年),070,澳門,229907,文化創意系, 2 , 1 , 1 , - , - , - , - , 1 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,1064,美和科技大學,B 港澳生,B 學士(四年),070,澳門,420302,生物科技系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1064,美和科技大學,B 港澳生,B 學士(四年),070,澳門,720601,護理系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
105,1065,吳鳳科技大學,A 僑生,B 學士(四年),019,馬來西亞,480109,資訊管理系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1065,吳鳳科技大學,A 僑生,B 學士(四年),501,阿根廷,480109,資訊管理系, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,1065,吳鳳科技大學,B 港澳生,B 學士(四年),060,香港,480312,應用遊戲科技系, 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1065,吳鳳科技大學,B 港澳生,B 學士(四年),060,香港,810102,餐旅管理系, 2 , - , 2 , - , - , - , - , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,1065,吳鳳科技大學,B 港澳生,B 學士(四年),060,香港,810526,休閒遊憩與運動管理系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1065,吳鳳科技大學,B 港澳生,B 學士(四年),070,澳門,480312,應用遊戲科技系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1065,吳鳳科技大學,B 港澳生,B 學士(四年),070,澳門,860104,消防系, 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - 
105,1065,吳鳳科技大學,B 港澳生,M 碩士,060,香港,810102,餐旅管理系餐旅管理與餐飲安全碩士班, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1066,環球科技大學,A 僑生,B 學士(四年),019,馬來西亞,230201,視覺傳達設計系, 3 , 2 , 1 , 2 , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,1066,環球科技大學,A 僑生,B 學士(四年),019,馬來西亞,230309,創意商品設計系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,1066,環球科技大學,A 僑生,B 學士(四年),019,馬來西亞,340801,行銷管理系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1066,環球科技大學,A 僑生,B 學士(四年),019,馬來西亞,480516,多媒體動畫設計系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1066,環球科技大學,A 僑生,B 學士(四年),019,馬來西亞,760401,幼兒保育系, 1 , - , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1066,環球科技大學,A 僑生,B 學士(四年),019,馬來西亞,810111,餐飲廚藝系, 9 , 6 , 3 , 1 , 1 , 1 , 2 , 3 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,1066,環球科技大學,A 僑生,B 學士(四年),019,馬來西亞,810205,觀光與餐飲旅館系, 4 , 1 , 3 , - , - , - , 1 , 1 , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - 
105,1066,環球科技大學,A 僑生,B 學士(四年),019,馬來西亞,810801,美容造型設計系, 15 , - , 15 , - , 4 , - , 4 , - , 3 , - , 4 , - , - , - , - , - , - , - , - , - , - , - 
105,1066,環球科技大學,B 港澳生,B 學士(四年),060,香港,230309,創意商品設計系, 1 , 1 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - 
105,1066,環球科技大學,B 港澳生,B 學士(四年),060,香港,480516,多媒體動畫設計系, 3 , 2 , 1 , 2 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1066,環球科技大學,B 港澳生,B 學士(四年),060,香港,810111,餐飲廚藝系, 2 , 1 , 1 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1066,環球科技大學,B 港澳生,B 學士(四年),070,澳門,810111,餐飲廚藝系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1066,環球科技大學,B 港澳生,B 學士(四年),070,澳門,810801,美容造型設計系, 1 , - , 1 , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1068,中州科技大學,A 僑生,B 學士(四年),019,馬來西亞,340802,行銷與流通管理系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1068,中州科技大學,A 僑生,B 學士(四年),019,馬來西亞,520219,機械與自動化工程系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1068,中州科技大學,A 僑生,B 學士(四年),019,馬來西亞,760401,幼兒保育系, 2 , 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , 1 , - , - , - , - 
105,1068,中州科技大學,A 僑生,B 學士(四年),019,馬來西亞,810111,餐飲廚藝系, 2 , 2 , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1068,中州科技大學,A 僑生,B 學士(四年),019,馬來西亞,810405,運動與健康促進系, 1 , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1068,中州科技大學,A 僑生,M 碩士,019,馬來西亞,520219,機械與自動化工程系工程技術碩士班, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - 
105,1068,中州科技大學,B 港澳生,B 學士(四年),070,澳門,810111,餐飲廚藝系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1069,修平科技大學,A 僑生,B 學士(四年),019,馬來西亞,349919,人力資源管理與發展系, 1 , 1 , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
105,1070,長庚科技大學,A 僑生,5 五專,005,緬甸,720601,護理科, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 
